Date,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Notes,GPX File
2016-03-08 20:44:49,Walking,,2.25,24:47,11:01,5.45,245.0,285.00,,"Brisk walk after dinner ",2016-03-08-2044.gpx
2016-03-06 17:35:22,Running,,2.44,22:41,9:17,6.47,277.0,205.00,,"Day 7. Pretty awesome weather to run 🏃. Hoping to sustain this enthusiasm for a month or two. ",2016-03-06-1735.gpx
2016-03-05 20:02:50,Walking,,1.43,13:35,9:29,6.33,145.0,139.00,,,2016-03-05-2002.gpx
2016-03-05 14:50:32,Walking,,1.60,20:01,12:30,4.80,115.0,10.66,,"WG to Uni. ",2016-03-05-1450.gpx
2016-03-04 18:46:37,Running,,2.49,22:00,8:51,6.78,203.0,55.83,,"Day 6. Good and quick run.",2016-03-04-1846.gpx
2016-03-03 17:28:32,Walking,,4.33,1:29:43,20:44,2.89,349.0,30.12,,,2016-03-03-1728.gpx
2016-03-02 18:25:48,Running,,3.14,30:37,9:44,6.16,235.0,29.27,,"Chose a new track yo run. Worked out well and yes, nice weather to 🏃 run today. ",2016-03-02-1825.gpx
2016-02-29 18:08:44,Running,,2.51,22:47,9:06,6.60,204.0,30.91,,"Quick and good run today. Chilling weather, that kinda helped. Planning to continue this theme for sometime. ",2016-02-29-1808.gpx
2016-02-27 18:15:52,Running,,4.14,40:20,9:44,6.16,435.0,370.00,,"Day 3. Getting difficult to reach my daily targets. Trying hard. ",2016-02-27-1815.gpx
2016-02-25 18:08:57,Running,,4.07,37:41,9:16,6.48,331.0,47.13,,"It was a great run today. It worked out well that the weather was chill. ",2016-02-25-1808.gpx
2016-02-24 18:31:52,Running,,2.11,23:04,10:55,5.50,143.0,30.19,,"Started to run again. 🏃 🏃 slow start :) ",2016-02-24-1831.gpx
2016-02-23 23:00:00,Running,,,23:00,,,142.958744826994,,,"Running - MyFitnessPal",
2015-08-25 18:52:42,Running,,1.98,14:53,7:30,8.00,152.0,15.69,,"Started running 🏃 again. Day 1,good run. Forgot to add last two laps since I paused, damn. ",2015-08-25-1852.gpx
2015-07-23 17:12:16,Running,,2.04,15:45,7:44,7.76,150.0,24.15,,"Day 8. Slightly shorter distance and slower speed today. Missed rhythm in between. Good running 🏃 though :) ",2015-07-23-1712.gpx
2015-07-22 17:34:15,Running,,2.19,14:42,6:42,8.95,163.0,23.94,,"Day 7. Had a good run 🏃 , probably quicker than usual :) hope to continue as long as possible",2015-07-22-1734.gpx
2015-07-21 17:41:22,Running,,2.08,15:16,7:21,8.16,156.0,24.55,,"Day 6. It was hot today, but was a good run🏃. Going good so far :) ",2015-07-21-1741.gpx
2015-07-20 17:59:46,Running,,2.17,15:59,7:23,8.13,159.0,25.00,,"Day 5.had a good run. It was faster too I think. Weather was a bit sunny. ",2015-07-20-1759.gpx
2015-07-19 18:00:24,Running,,2.08,17:34,8:26,7.12,150.0,26.73,,"Day 4. Good breeze, slightly less run today, my legs started to go numb. ",2015-07-19-1800.gpx
2015-07-18 18:01:10,Running,,2.15,15:12,7:04,8.49,160.0,24.09,,"Day 3. It rained and I got drenched. Also I could run faster coz of rain ☔ ;) ",2015-07-18-1801.gpx
2015-07-17 16:44:19,Running,,2.38,20:17,8:31,7.05,165.0,24.82,,"Day 2. Going good :) ",2015-07-17-1644.gpx
2015-07-16 19:03:12,Running,,2.28,20:01,8:47,6.82,152.0,25.59,,"Started again to run! Wanting it be consistent, hoping :P ",2015-07-16-1903.gpx
2015-05-18 17:40:28,Running,,2.66,24:55,9:22,6.41,191.0,67.62,,"Started running again. Difficult start. Slow start #tcp #running ",2015-05-18-1740.gpx
2014-11-02 12:03:27,Hiking,,9.24,2:33:50,16:39,3.60,693.976522119236,614.09,,"Hike after nearly two months. Very cold but nice feeling after the hike. ",2014-11-02-1203.gpx
2014-08-17 14:29:08,Hiking,,2.40,1:19:03,32:54,1.82,368.0,252.82,,"Hike hike #alsbach berg ",2014-08-17-1429.gpx
2014-04-29 17:46:33,Running,,4.05,32:14,7:58,7.53,273.0,38.55,,"Good run it was. ",2014-04-29-1746.gpx
2014-04-28 19:43:02,Running,,4.00,31:30,7:53,7.61,273.0,40.85,,"Awesome weather only. ",2014-04-28-1943.gpx
2014-04-21 18:01:21,Running,,4.76,45:50,9:37,6.24,339.0,46.24,,"Nice weather today. But bored of the  track. ",2014-04-21-1801.gpx
2014-04-21 17:48:45,Running,,0.37,10:22,27:54,2.15,33.0,3.89,,,2014-04-21-1748.gpx
2014-04-20 17:13:53,Running,,5.98,1:00:22,10:06,5.94,384.0,59.14,,"Slow run. But good run. Day 3",2014-04-20-1713.gpx
2014-04-17 17:59:58,Running,,3.61,34:27,9:33,6.29,262.0,32.36,,"Day 2 ",2014-04-17-1759.gpx
2014-04-16 18:00:56,Running,,4.13,29:12,7:05,8.48,308.0,44.19,,"Running after a long time. Was a good run. ",2014-04-16-1800.gpx
2014-03-30 18:47:42,Running,,2.69,27:15,10:09,5.91,181.0,27.97,,,2014-03-30-1847.gpx
2014-03-30 18:47:42,Running,,2.69,27:15,10:09,5.91,181.0,27.14,,"Finding some good tracks to run. ",2014-03-30-1847.gpx
2014-03-16 11:46:48,Hiking,,7.38,2:08:00,17:20,3.46,649.0,259.15,,"First hike in Deutschland :) ",2014-03-16-1146.gpx
2013-05-19 07:29:29,Running,,11.54,1:16:10,6:36,9.09,813.0,128.55,,"Absolutely fantastic run. Hit the wall at the right time. Yet to calculate the timings for 10k #tcs10k",2013-05-19-0729.gpx
2013-05-11 05:44:18,Running,,6.03,37:15,6:11,9.71,317.0,39.47,,"Could not finish 10k today. Hoping to finish next week ;) ",2013-05-11-0544.gpx
2013-05-04 05:46:02,Running,,11.15,1:14:47,6:43,8.94,763.0,112.06,,"Finished 10k in 63 minutes :) was a difficult 2 kms stretch in between. With Arun R, Chandra ",2013-05-04-0546.gpx
2013-04-20 05:51:35,Running,,7.04,54:28,7:44,7.76,506.0,82.55,,"Lalbagh day 3.hardly any breeze. Good run though. Nonstop 4km in under 25 min. ",2013-04-20-0551.gpx
2013-04-07 06:01:04,Running,,10.11,1:21:18,8:02,7.46,666.0,0.00,,"Lalbagh. Day 2. Was difficult running today. ",2013-04-07-0601.gpx
2013-03-30 06:11:53,Running,,5.03,36:07,7:11,8.35,373.0,58.56,,"First run at Lalbagh. Refreshing. Also clocked the best. ",2013-03-30-0611.gpx
2013-02-18 18:28:00,Running,,2.58,19:21,7:30,8.00,196.0,65.42,,"Day 5 on a row now. ",2013-02-18-1828.gpx
2013-02-16 18:22:01,Running,,2.62,19:34,7:28,8.03,196.0,58.82,,"Day 3. Going good. ",2013-02-16-1822.gpx
2013-02-15 18:20:35,Running,,2.62,22:22,8:32,7.03,185.0,62.73,,"2nd day in a row. Need to be consistent this time. ",2013-02-15-1820.gpx
2013-02-14 18:39:23,Running,,2.64,23:06,8:46,6.84,183.0,61.97,,,2013-02-14-1839.gpx
2013-02-09 07:09:28,Hiking,,1.16,56:49,49:01,1.22,184.0,138.58,,"Chamundi hills after a long time. ",2013-02-09-0709.gpx
2013-01-27 17:53:50,Walking,,10.48,1:46:41,10:11,5.90,630.0,115.02,,,2013-01-27-1753.gpx
2012-12-18 18:55:25,Walking,,5.91,1:05:28,11:04,5.42,354.0,58.15,,,2012-12-18-1855.gpx
2012-12-17 18:17:53,Walking,,6.79,49:56,7:21,8.16,392.0,28.55,,,2012-12-17-1817.gpx
2012-11-28 18:32:07,Running,,4.71,47:11,10:01,5.99,327.0,113.36,,"Started running again. Day 1",2012-11-28-1832.gpx
2012-07-06 11:30:00,Swimming,,0.50,2:00:00,240:00,0.25,520.0,,,,
2012-05-27 08:01:38,Running,,11.57,1:26:33,7:29,8.02,1009.0,134.73,,"Marathon #TCS10K",2012-05-27-0801.gpx
2012-05-23 18:47:05,Running,,2.87,21:53,7:37,7.88,242.0,48.18,,,2012-05-23-1847.gpx
2012-04-25 17:01:46,Running,,4.14,42:40,10:19,5.82,324.0,98.64,,"Best run ever! Rain :-) ",2012-04-25-1701.gpx
2012-04-16 18:50:56,Running,,3.43,31:18,9:07,6.58,250.0,65.94,,"Phew, difficult run today, weather is not helping :/",2012-04-16-1850.gpx
2012-04-14 20:01:58,Walking,,1.16,16:08,13:57,4.30,84.0,14.94,,"Short walk, such nice weather today! ",2012-04-14-2001.gpx
2012-04-14 18:45:46,Running,,5.39,44:11,8:12,7.32,398.0,109.09,,"For a change cool Breeze accompanied! ",2012-04-14-1845.gpx
2012-04-12 18:41:38,Running,,4.01,32:47,8:10,7.34,299.0,77.45,,"Tired pretty fast today, may be because of the gap",2012-04-12-1841.gpx
2012-04-09 15:48:01,Running,,3.21,40:27,12:35,4.77,217.0,43.15,,,2012-04-09-1548.gpx
2012-04-06 18:30:54,Running,,5.41,45:53,8:28,7.08,409.0,107.73,,"Naice time today, also got drenched #loveit ",2012-04-06-1830.gpx
2012-04-05 18:30:34,Running,,5.59,47:08,8:26,7.11,443.0,137.73,,"Empty park today, don't know why! Also was difficult to run, don't know why! ",2012-04-05-1830.gpx
2012-04-04 18:36:00,Running,,5.36,45:06,8:25,7.13,414.0,107.55,,"Lots of stories waiting to be told! ",2012-04-04-1836.gpx
2012-04-03 18:35:13,Running,,5.81,46:47,8:03,7.46,459.0,131.82,,"One more great run! ",2012-04-03-1835.gpx
2012-04-02 18:39:55,Running,,3.81,30:40,8:03,7.46,317.0,71.82,,,2012-04-02-1839.gpx
